text,label,source,domain,split
"thầy rất vui tính , giảng dạy rất hay !",positive,UIT-VSFC,education,train
cách dạy hơi khó hiểu .,negative,UIT-VSFC,education,train
"thầy không nên cho code trước mà nên để sinh viên tự làm , như vậy sinh viên sẽ nhớ lâu hơn .",negative,UIT-VSFC,education,train
cô tận tình .,positive,UIT-VSFC,education,train
hay điểm danh sớm .,negative,UIT-VSFC,education,train
hơi khó tiếp thu .,negative,UIT-VSFC,education,train
giảng viên cho quá nhiều bài tập nhưng lại ít hướng dẫn và giải .,negative,UIT-VSFC,education,train
thầy có thể giảng sâu hơn về trọng tâm của bài hơn một chút nữa được không ạ .,negative,UIT-VSFC,education,train
cô quá tuyệt vời .,positive,UIT-VSFC,education,train
nhưng thầy cũng cho thời gian hỏi lại những điều chưa hiểu .,positive,UIT-VSFC,education,train
"phòng thực hành thì máy bị treo , bị hư hoài , dây mạng thì cắm lúc nhận lúc không .",negative,UIT-VSFC,education,train
giảng viên đã dạy tốt .,positive,UIT-VSFC,education,train
"buổi học trước buổi cuối cùng của môn học cô wzjwz48 có dặn tuần sau có đi học , ai muốn đi thì đi , không đi cũng không sao vì buổi đó không điểm danh nhưng khi đến lớp thì không có ai dạy .",negative,UIT-VSFC,education,train
thầy dạy rất hay và rất vui .,positive,UIT-VSFC,education,train
thực hành chỉ cần sử dụng hình thức 2 .,negative,UIT-VSFC,education,train
nên có thêm ví dụ cụ thể của giảng viên cho từng dạng toán thay vì chỉ sửa bài tập của sinh viên .,negative,UIT-VSFC,education,train
"em hy vọng là nội dung bài học sẽ cập nhật các phiên bản công nghệ mới , gần đây nhất .",negative,UIT-VSFC,education,train
lấy ví dụ từ thực tế dễ hiểu !,positive,UIT-VSFC,education,train
"thầy nên cập nhật những kiến thức mới , thay vì vẫn sử dụng những nội dung kiến thức cũ .",negative,UIT-VSFC,education,train
"giảng dạy tích cực , hiệu quả .",positive,UIT-VSFC,education,train
"thầy rất vui tính , có thể do thầy trẻ nên thầy hiểu được tụi em và có phương pháp dạy khá trẻ trung và hay .",positive,UIT-VSFC,education,train
thầy giảng dạy nhiệt tình và bổ sung những kiến thức khác cần thiết cho sinh viên .,positive,UIT-VSFC,education,train
"thầy dạy nhiệt tình , gần gũi , vui vẻ trong buổi học .",positive,UIT-VSFC,education,train
nên có kho tài liệu và bài tập mẫu cho sinh viên tham khảo .,negative,UIT-VSFC,education,train
"cô dạy hay , tận tâm với công việc .",positive,UIT-VSFC,education,train
thầy lúc nào cũng chỉ nghĩ cho thầy chứ không nghĩ cho người khác .,negative,UIT-VSFC,education,train
rất thân thiện .,positive,UIT-VSFC,education,train
"cô giảng lý thuyết quá nhanh làm em và nhiều bạn khác không nắm kịp , chủ yếu là về xem lại tài liệu mới hiểu được cơ bản , còn ở trên lớp thì chỉ sơ sơ .",negative,UIT-VSFC,education,train
hay điểm danh .,negative,UIT-VSFC,education,train
không đúng giờ lên lớp .,negative,UIT-VSFC,education,train
nhiệt tình tận tâm và vui vẻ .,positive,UIT-VSFC,education,train
"các bài tập của nhóm đều tự làm , hoặc có tham khảo số liệu thống kê để phân tích thị trường nhưng lại làm tỉ lệ sao chép theo thuật toán của turnitindotcom > 30% ( theo thầy nói bài > 30 % sẽ bị 0 điểm ) .",negative,UIT-VSFC,education,train
cần cho sinh viên làm bài tập nhiều hơn .,negative,UIT-VSFC,education,train
thầy giảng bài khá dễ hiểu .,positive,UIT-VSFC,education,train
"theo em thì trường nên tổ chức thêm những buổi seminar về các phần mềm , giới thiệu về các hướng phát triển phần mềm trong bộ môn này .",negative,UIT-VSFC,education,train
"giảng viên dạy hơi nhanh , đôi lúc không bắt kịp bài .",negative,UIT-VSFC,education,train
"giải thích rõ vấn đề , hướng dẫn rõ .",positive,UIT-VSFC,education,train
"chất lượng giảng dạy tốt , tâm huyết nhiệt tình .",positive,UIT-VSFC,education,train
"thầy dạy hay , dễ hiểu , có nhiều kiến thức bổ xung hay .",positive,UIT-VSFC,education,train
đề thi cuối kỳ quá dài so với thời gian kiểm tra .,negative,UIT-VSFC,education,train
cần có các bài tập thực tiễn hơn .,negative,UIT-VSFC,education,train
thầy luôn đúng giờ .,positive,UIT-VSFC,education,train
phương pháp giảng dạy của giảng viên giúp anh fraction chị hiểu được và vận dụng được kiến thức .,positive,UIT-VSFC,education,train
"kiến thức thực hành không song song với lý thuyết , một số bài thực hành với kiến thức có khi trước cả khi được học ở lớp lý thuyết .",negative,UIT-VSFC,education,train
cô giảng bài rất nhiệt tình !,positive,UIT-VSFC,education,train
"đảm bảo giờ lên lớp , truyền đạt hiệu quả , tích cực .",positive,UIT-VSFC,education,train
"nên trang bị thêm các lớp thực hành để sinh viên có cơ hội thao tác trên thực tế nhà trường nên trang bị rèm cửa sổ để tránh ánh sáng làm mờ máy chiếu , gây khó khăn trong việc báo cáo đồ án cũng như dạy học .",negative,UIT-VSFC,education,train
nội dung thực hành và lý thuyết phải sát nhau .,negative,UIT-VSFC,education,train
nhiệt tình giải thích cho sinh viên .,positive,UIT-VSFC,education,train
"giảng dạy tận tình , giải đáp thắc mắc thường xuyên .",positive,UIT-VSFC,education,train
"nhiệt tình , tâm huyết !",positive,UIT-VSFC,education,train
thầy cô đảm bảo thời gian lên lớp .,positive,UIT-VSFC,education,train
"máy chiếu khá mờ , âm thanh gặp nhiều vấn đề trục trặc .",negative,UIT-VSFC,education,train
điều em hài lòng nhất đó là giảng viên nhiệt tình va luôn tạo được cảm giác hứng thú khi mà học tiếng anh .,positive,UIT-VSFC,education,train
"giảng viên giảng dạy nhiệt tình , dễ hiểu .",positive,UIT-VSFC,education,train
cần có các thiết bị thực hành đầy đủ .,negative,UIT-VSFC,education,train
mấy cái khảo sát trước em tưởng một là tốt nhất nên đánh nhầm rồi ạ .,negative,UIT-VSFC,education,train
thầy khá dễ .,positive,UIT-VSFC,education,train
"phong cách dạy của thầy làm cho sinh viên thấy gần gũi , tạo cảm giác nắm bắt , hiểu được bài giảng tốt hơn .",positive,UIT-VSFC,education,train
cho bài tập cụ thể .,positive,UIT-VSFC,education,train
chỉ bảo sinh viên ở từng lỗi nhỏ .,positive,UIT-VSFC,education,train
và có một số vấn đề thầy khó hiểu .,negative,UIT-VSFC,education,train
"thầy dạy rất nhiệt tình , rất tâm huyết , ôn tập rất kỹ .",positive,UIT-VSFC,education,train
"sinh viên đến lớp mà không thấy giáo viên , rồi bị đuổi về .",negative,UIT-VSFC,education,train
"tận tâm , nhiệt tình với sinh viên .",positive,UIT-VSFC,education,train
"lịch dạy học thay đổi liên tục , không cố định .",negative,UIT-VSFC,education,train
cô giảng nhiệt tình .,positive,UIT-VSFC,education,train
cho sinh viên làm nhiều bài tập từ dễ đến khó để hiểu bài .,negative,UIT-VSFC,education,train
em thấy thầy dạy hay hơn thầy wzjwz301 hi hi .,positive,UIT-VSFC,education,train
cần giải thêm nhiều bài tập và các đề ôn thi !,negative,UIT-VSFC,education,train
giáo viên nên có định hướng cho sinh viên trong việc chọn đề tài nghiên cứu .,negative,UIT-VSFC,education,train
"môn học chỉ đề cập các vấn đề chung của một ngôn ngữ hướng đối tượng đã học ở môn lập trình hướng đối tượng , lập trình windows , đa luồng , đồ họa .",negative,UIT-VSFC,education,train
slide dễ nhìn .,positive,UIT-VSFC,education,train
có nhiều tài liệu hay .,positive,UIT-VSFC,education,train
thầy dạy vô cùng chán và không có tâm huyết .,negative,UIT-VSFC,education,train
nên nâng cấp và bảo trì các phòng máy cũ thường xuyên hơn .,negative,UIT-VSFC,education,train
thầy rất hiểu tâm lý của sinh viên .,positive,UIT-VSFC,education,train
giảng viên nhiệt tình giảng dạy và giải đáp thắc mắc của sinh viên .,positive,UIT-VSFC,education,train
thầy giảng còn hơi khó hiểu khó tiếp thu .,negative,UIT-VSFC,education,train
đề thực hành quá khó .,negative,UIT-VSFC,education,train
thầy dạy có tâm .,positive,UIT-VSFC,education,train
"nhiều cái đọc không thể hiểu nổi , phải mở sách tiếng anh ra đọc mới hiểu .",negative,UIT-VSFC,education,train
chưa thấy giáo viên bao giờ .,neutral,UIT-VSFC,education,train
sử dụng song ngữ nên dễ hiểu .,positive,UIT-VSFC,education,train
"thầy ơi giảng bài tự tin lên thầy , nói nhiều khi nhỏ quá không ai nghe được .",negative,UIT-VSFC,education,train
mang tính thực tế .,neutral,UIT-VSFC,education,train
"tập trung giảng dạy những kiến thức có ích cho chuyên ngành sau này hơn , những kiến thức không quan trọng nên bỏ qua hoặc dạy lướt qua .",negative,UIT-VSFC,education,train
dạy quá tệ .,negative,UIT-VSFC,education,train
"giáo viên rất vui tính , niềm nở với học sinh .",positive,UIT-VSFC,education,train
"hướng dẫn làm đồ án môn học chưa chi tiết , cảm thấy lý thuyết và thực hành không liên quan nhiều đến nhau .",negative,UIT-VSFC,education,train
"thường xuyên vắng mặt , sinh viên đến học không có giảng viên , không rõ lý do , không có bất cứ thông báo nào trước , gây lãng phí thời gian , chi phí đi lại của sinh viên .",negative,UIT-VSFC,education,train
phải nâng cấp phòng máy .,negative,UIT-VSFC,education,train
"thầy dạy rất hay , cảm ơn thầy ạ .",positive,UIT-VSFC,education,train
"phương pháp giảng dạy chưa được tốt , cần phải cụ thể hơn để cho sinh viên dễ hiểu hơn nữa .",negative,UIT-VSFC,education,train
số buổi ôn tập còn ít .,negative,UIT-VSFC,education,train
cô rất nhiệt tình khi chỉ và dạy .,positive,UIT-VSFC,education,train
"thầy thường hay cho từ khóa để tăng khả năng tự học của sinh viên , giúp sinh viên có ý thức tự học suốt đời .",positive,UIT-VSFC,education,train
rèn luyện tư duy .,positive,UIT-VSFC,education,train
"chính vì lẽ đó , mong nhà trường có thể đòi lại quyền lợi cho sinh viên .",negative,UIT-VSFC,education,train
seminar quá nhiều .,negative,UIT-VSFC,education,train
"cô dạy cực kỳ nhiệt tình , hiểu tâm lý học sinh , cách giảng bài hay .",positive,UIT-VSFC,education,train
liên hệ đến thực tiễn .,positive,UIT-VSFC,education,train
thầy sử dụng bảng và liên tục ghi chép từ tài liệu trong khoảng 60% thời gian đứng lớp làm tiết học rất chán và buồn ngủ .,negative,UIT-VSFC,education,train
"giảng viên dạy học cực kỳ tận tình , cô wzjwz270 có giải đề và lưu ý trước khi thi cho cả lớp , cô cũng chỉnh sửa đồ án cho những nhóm trình bày để hoàn thiện hơn đồ án của các nhóm colonsmile .",positive,UIT-VSFC,education,train
"thưa , thầy thực sự chuyên tâm trong quá trình giảng dạy và các bài tập thầy đưa rất bổ ích , mang tính thực tiễn .",positive,UIT-VSFC,education,train
thay đổi cách truyền đạt để môn học ít nhàm chán hơn .,negative,UIT-VSFC,education,train
"phương pháp giảng dạy rất hay , nhiệt tình .",positive,UIT-VSFC,education,train
"cô rất chu đáo , nhiệt tình .",positive,UIT-VSFC,education,train
cần có bài giảng trên slide và nhiều ví dụ hơn .,negative,UIT-VSFC,education,train
"giảng viên giảng dạy nhiệt tình , giải đáp được thắc mắc của sinh viên .",positive,UIT-VSFC,education,train
"môn học rất khó , giảng viên nên giải nhiều bài tập trên lớp hơn .",negative,UIT-VSFC,education,train
"giảng viên dạy cực kỳ nhiệt tình , dễ hiểu , lớp học sôi nổi , đạt hiệu quả cao .",positive,UIT-VSFC,education,train
"giảng viên quan tâm tận tình tới sinh viên , truyền đạt hiệu quả .",positive,UIT-VSFC,education,train
"odoo còn quá rộng , khó sử dụng , chưa hiểu hết được các chức năng cần dùng cho đồ án như pos .",negative,UIT-VSFC,education,train
